match_number,team,opponent,RESULT,Accurate passes,Ball possession,Big chances,Big chances missed,Big chances scored,Big saves,Blocked shots,Clearances,Corner kicks,Dispossessed,Duels,Errors lead to a goal,Errors lead to a shot,Expected goals,Final third entries,Fouled in final third,Fouls,Free kicks,Goal kicks,Goalkeeper saves,Goals prevented,High claims,Hit woodwork,Interceptions,Offsides,Passes,Penalty saves,Punches,Recoveries,Red cards,Shots inside box,Shots off target,Shots on target,Shots outside box,Tackles,Tackles won,Through balls,Throw-ins,Total saves,Total shots,Total tackles,Touches in penalty area,Yellow cards,Aerial duels_won,Aerial duels_lost,Crosses_won,Crosses_lost,Dribbles_won,Dribbles_lost,Final third phase_won,Final third phase_lost,Ground duels_won,Ground duels_lost,Long balls_won,Long balls_lost,REFEREE_Andy Madley,REFEREE_Anthony Taylor,REFEREE_Chris Kavanagh,REFEREE_Craig Pawson,REFEREE_Darren Bond,REFEREE_Darren England,REFEREE_David Coote,REFEREE_Jarred Gillett,REFEREE_John Brooks,REFEREE_Joshua Smith,REFEREE_Lewis Smith,REFEREE_Michael Oliver,REFEREE_Michael Salisbury,REFEREE_Peter Bankes,REFEREE_Robert Jones,REFEREE_Samuel Allison,REFEREE_Samuel Barrott,REFEREE_Simon Hooper,REFEREE_Stuart Attwell,REFEREE_Thomas Bramall,REFEREE_Tim Robinson,REFEREE_Tony Harrington
100,fulham,brentford,2–1,565,0.68,1.0,1.0,,1.0,10,11,11,11,0.52,,,1.35,74,2.0,3,10,6,1.0,-0.23,0.0,0,13,2.0,643,,1.0,52,,16,4,12,10,15,0.53,3.0,21,1.0,26,15,49,2.0,17,23,9,34,12,5,215,24,36,26,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100,brentford,fulham,2–1,227,0.32,1.0,1.0,,0.0,2,38,3,9,0.48,,,0.59,59,0.0,10,3,11,10.0,0.35,2.0,0,12,0.0,321,,1.0,54,,3,1,2,2,16,0.75,0.0,8,10.0,5,16,9,1.0,23,17,1,5,7,6,51,44,26,36,19,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
101,brentford,bournemouth,3–2,313,0.52,2.0,0.0,2.0,1.0,4,41,6,11,0.58,1.0,,1.48,47,3.0,8,16,9,1.0,-0.32,1.0,0,6,0.0,413,,1.0,49,,10,2,6,2,11,0.55,1.0,19,1.0,12,11,29,2.0,37,18,5,18,4,5,70,42,30,30,14,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,bournemouth,brentford,3–2,290,0.48,3.0,1.0,2.0,0.0,9,32,4,7,0.42,0.0,,2.61,78,2.0,16,8,6,3.0,-1.16,0.0,1,8,1.0,386,,2.0,54,,11,3,3,4,16,0.75,1.0,21,3.0,15,16,34,4.0,18,37,6,17,6,4,117,50,30,30,22,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,crystal-palace,fulham,0–2,274,0.36,4.0,4.0,0.0,2.0,2,25,1,10,0.48,1.0,0.0,1.52,45,1.0,10,11,10,5.0,-0.81,0.0,0,19,1.0,355,,,51,1.0,8,6,5,5,19,0.58,1.0,15,5.0,13,19,16,1.0,13,17,2,10,6,6,67,31,35,36,23,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
102,fulham,crystal-palace,0–2,531,0.64,3.0,1.0,2.0,0.0,4,12,8,13,0.52,0.0,2.0,1.83,72,1.0,11,10,6,4.0,1.14,1.0,0,11,4.0,625,,,66,0.0,11,6,7,6,16,0.63,5.0,20,4.0,17,16,32,1.0,17,13,5,15,10,6,141,41,36,35,30,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
103,west-ham,everton,0–0,349,0.49,2.0,2.0,,0.0,4,33,7,8,0.45,,1.0,0.83,62,1.0,10,9,7,4.0,0.53,2.0,1,4,1.0,447,,,48,,7,1,6,4,13,0.46,3.0,23,4.0,11,13,19,1.0,18,18,2,12,7,12,99,37,29,40,26,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
103,everton,west-ham,0–0,341,0.51,0.0,0.0,,3.0,6,16,6,4,0.55,,1.0,1.11,78,2.0,9,10,5,6.0,1.21,1.0,0,8,1.0,450,,,46,,11,8,4,7,20,0.4,1.0,32,6.0,18,20,26,2.0,18,18,10,17,10,9,93,53,40,29,25,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
104,wolves,southampton,2–0,213,0.29,1.0,0.0,1.0,0.0,3,27,1,11,0.48,,2.0,1.26,30,0.0,14,12,7,0.0,0.0,,0,7,3.0,278,,,44,,4,1,4,4,14,0.64,1.0,10,0.0,8,14,19,1.0,5,9,1,2,12,5,38,25,38,38,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
104,southampton,wolves,2–0,606,0.71,1.0,1.0,0.0,1.0,3,6,9,8,0.52,,2.0,0.66,63,5.0,12,14,4,2.0,-0.62,,0,5,0.0,673,,,45,,5,6,0,4,16,0.44,0.0,20,2.0,9,16,19,4.0,9,5,4,21,9,6,122,28,38,38,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
105,brighton,man-city,2–1,372,0.4,8.0,6.0,2.0,1.0,2,21,0,7,0.44,,,2.29,34,1.0,12,10,7,5.0,1.98,0.0,0,12,3.0,426,,,46,,8,4,4,2,16,0.38,2.0,12,5.0,10,16,20,3.0,6,5,4,4,2,5,54,18,28,39,22,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
105,man-city,brighton,2–1,586,0.6,5.0,4.0,1.0,0.0,3,8,4,12,0.56,,,2.22,61,1.0,10,12,3,2.0,-0.45,2.0,1,4,1.0,653,,,43,,12,6,6,3,12,0.42,1.0,18,2.0,15,12,28,3.0,5,6,4,7,15,4,100,35,39,28,24,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
106,liverpool,aston-villa,2–0,546,0.62,4.0,2.0,2.0,,3,15,2,10,0.49,0.0,1.0,2.02,54,3.0,11,15,7,2.0,0.61,2.0,0,7,1.0,619,,,50,,9,6,5,5,12,0.75,1.0,13,2.0,14,12,30,0.0,6,6,3,5,9,6,103,36,36,38,21,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,aston-villa,liverpool,2–0,288,0.38,5.0,5.0,0.0,,2,18,9,9,0.51,1.0,0.0,1.38,23,2.0,15,11,11,3.0,-0.75,0.0,0,6,1.0,351,,,54,,9,8,2,3,16,0.5,0.0,9,3.0,12,16,28,3.0,6,6,7,16,11,3,45,22,38,36,17,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,man-utd,leicester,3–0,418,0.51,1.0,1.0,,1.0,6,18,1,15,0.47,,,0.76,46,1.0,9,5,2,5.0,0.72,1.0,0,7,1.0,491,,,64,,6,4,3,7,33,0.73,0.0,20,5.0,13,33,17,0.0,12,19,4,11,11,7,106,35,49,49,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
107,leicester,man-utd,3–0,388,0.49,1.0,1.0,,0.0,0,18,5,18,0.53,,,0.63,50,6.0,5,9,3,1.0,-2.59,0.0,0,7,2.0,466,,,57,,4,1,5,2,22,0.64,1.0,26,1.0,6,22,11,1.0,19,12,3,13,19,15,68,31,49,49,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
108,forest,newcastle,1–3,299,0.44,2.0,1.0,1.0,1.0,3,28,4,7,0.53,,1.0,0.63,53,3.0,13,6,9,3.0,-0.66,1.0,0,7,3.0,383,,1.0,50,,7,3,3,2,29,0.66,,17,3.0,9,29,17,1.0,15,22,5,18,6,6,101,36,41,28,23,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,newcastle,forest,1–3,427,0.56,2.0,1.0,1.0,0.0,4,20,5,17,0.47,,1.0,1.7,62,4.0,6,13,3,2.0,-0.14,3.0,0,14,0.0,494,,0.0,57,,12,7,6,5,13,0.62,,20,2.0,17,13,33,1.0,22,15,5,23,2,12,140,38,28,41,16,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,tottenham,ipswich,1–2,462,0.66,2.0,2.0,0.0,0.0,3,13,12,7,0.53,1.0,1.0,1.55,63,2.0,10,19,2,1.0,0.4,1.0,0,13,,550,,,52,,11,9,5,6,13,0.46,,22,1.0,17,13,36,1.0,16,13,6,27,11,10,138,48,42,38,23,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,ipswich,tottenham,1–2,188,0.34,4.0,2.0,2.0,3.0,3,34,2,10,0.47,0.0,1.0,1.62,44,2.0,19,10,15,5.0,0.43,6.0,1,11,,278,,,49,,6,2,3,2,17,0.53,,13,5.0,8,17,23,5.0,13,16,3,5,13,3,58,44,38,42,21,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,chelsea,arsenal,1–1,358,0.49,1.0,1.0,0.0,0.0,8,18,4,8,0.52,1.0,1.0,1.54,44,3.0,12,12,8,2.0,-0.22,1.0,0,7,1.0,419,,1.0,43,,5,6,3,12,19,0.84,0.0,9,2.0,17,19,22,4.0,9,10,5,9,7,5,73,25,38,33,24,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110,arsenal,chelsea,1–1,375,0.51,4.0,3.0,1.0,1.0,6,17,3,16,0.48,0.0,1.0,1.55,54,3.0,12,12,7,2.0,-0.71,4.0,0,6,7.0,425,,1.0,43,,8,4,3,5,13,0.46,1.0,18,2.0,13,13,19,2.0,10,9,2,15,8,3,84,24,33,38,15,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
111,leicester,chelsea,1–2,264,0.37,1.0,0.0,1.0,1.0,1,19,2,7,0.45,1.0,1.0,1.11,44,3.0,15,11,12,4.0,0.36,1.0,0,8,3.0,353,,0.0,41,,4,2,1,0,18,0.5,1.0,19,4.0,4,18,9,4.0,7,8,1,6,6,11,40,31,35,43,16,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,chelsea,leicester,1–2,528,0.63,4.0,2.0,2.0,0.0,3,11,9,4,0.55,0.0,0.0,2.75,67,2.0,12,15,4,0.0,-0.2,0.0,0,9,1.0,609,,1.0,47,,11,6,7,5,18,0.61,0.0,17,0.0,16,18,38,3.0,8,7,2,13,10,14,121,38,43,35,19,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,arsenal,forest,3–0,536,0.66,1.0,1.0,,0.0,5,14,8,6,0.51,,,1.19,54,1.0,10,11,6,0.0,0.0,1.0,0,4,4.0,587,,1.0,39,,14,7,7,5,15,0.87,,15,0.0,19,15,48,3.0,11,14,3,15,8,10,139,31,34,30,20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
112,forest,arsenal,3–0,240,0.34,0.0,0.0,,2.0,2,24,1,9,0.49,,,0.33,29,4.0,11,10,13,3.0,-1.56,0.0,0,10,2.0,295,,0.0,30,,5,5,0,2,16,0.63,,11,3.0,7,16,14,2.0,14,11,7,11,4,6,50,25,30,34,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
113,aston-villa,crystal-palace,2–2,531,0.7,4.0,3.0,1.0,1.0,6,12,10,14,0.48,,0.0,3.11,78,2.0,10,10,8,4.0,-0.13,,1,4,1.0,617,0.0,0.0,57,,15,6,5,2,9,0.56,1.0,16,4.0,17,9,48,3.0,12,11,6,14,12,9,132,45,31,35,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
113,crystal-palace,aston-villa,2–2,180,0.3,4.0,2.0,2.0,1.0,1,25,1,6,0.52,,1.0,1.26,44,2.0,11,10,11,3.0,0.83,,1,10,2.0,261,1.0,2.0,53,,10,6,6,3,23,0.7,1.0,15,3.0,13,23,17,2.0,11,12,2,13,3,3,47,36,35,31,14,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
114,bournemouth,brighton,1–2,415,0.55,4.0,3.0,1.0,0.0,3,8,7,9,0.43,,,1.63,78,2.0,13,10,6,2.0,-0.41,0.0,1,10,5.0,479,,0.0,67,0.0,14,11,5,5,20,0.55,0.0,16,2.0,19,20,39,2.0,8,18,6,30,5,11,131,40,35,40,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
114,brighton,bournemouth,1–2,339,0.45,2.0,0.0,2.0,1.0,1,31,0,12,0.57,,,0.94,51,0.0,10,13,18,4.0,0.29,3.0,0,6,1.0,421,,1.0,47,1.0,5,1,4,1,20,0.65,1.0,18,4.0,6,20,14,4.0,18,8,2,0,8,8,54,38,40,35,20,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
115,everton,brentford,0–0,405,0.59,1.0,1.0,,0.0,10,23,10,13,0.49,,,1.2,72,3.0,8,10,4,2.0,0.38,0.0,0,3,3.0,465,,0.0,47,0.0,16,12,5,11,12,0.42,0.0,15,2.0,27,12,40,,15,18,13,30,10,5,176,41,31,30,27,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,brentford,everton,0–0,271,0.41,2.0,2.0,,1.0,3,32,4,8,0.51,,,1.1,45,1.0,10,8,14,5.0,0.75,2.0,0,3,3.0,342,,1.0,46,1.0,5,4,2,4,18,0.61,1.0,12,5.0,9,18,15,,18,15,2,9,5,4,41,36,30,31,19,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,fulham,wolves,1–4,463,0.59,1.0,1.0,0.0,,3,10,7,11,0.52,0.0,1.0,1.03,60,2.0,14,14,4,1.0,-2.56,0.0,2,11,2.0,545,,1.0,51,,5,4,3,5,23,0.65,1.0,21,1.0,10,23,23,3.0,6,7,8,20,8,6,156,45,44,40,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
116,wolves,fulham,1–4,325,0.41,2.0,0.0,2.0,,3,36,2,12,0.48,1.0,0.0,1.32,45,0.0,14,14,7,2.0,-0.26,1.0,0,8,1.0,392,,1.0,53,,7,2,5,3,17,0.59,1.0,25,2.0,10,17,23,0.0,7,6,0,6,10,11,63,33,40,44,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
117,man-city,tottenham,0–4,523,0.58,4.0,4.0,0.0,1.0,7,13,9,8,0.48,2.0,0.0,2.14,61,3.0,19,9,2,3.0,-0.57,0.0,1,9,2.0,566,,1.0,45,,17,11,5,6,13,0.62,2.0,16,3.0,23,13,43,4.0,10,5,7,26,9,5,188,26,31,40,22,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
117,tottenham,man-city,0–4,358,0.42,6.0,2.0,4.0,0.0,0,26,3,5,0.52,0.0,1.0,2.51,26,1.0,9,19,17,5.0,1.1,3.0,1,5,3.0,427,,1.0,44,,7,2,7,2,13,0.85,0.0,9,5.0,9,13,17,2.0,5,10,3,7,8,8,56,22,40,31,12,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
118,southampton,liverpool,2–3,303,0.38,3.0,1.0,2.0,3.0,0,32,3,3,0.49,2.0,3.0,1.28,27,2.0,11,8,8,8.0,1.1,2.0,0,5,0.0,365,0.0,,45,,5,2,5,2,15,0.53,0.0,13,8.0,7,15,17,3.0,4,3,3,5,9,13,39,15,33,36,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
118,liverpool,southampton,2–3,531,0.62,7.0,5.0,2.0,1.0,9,4,10,11,0.51,0.0,0.0,3.15,77,6.0,9,10,6,3.0,-0.11,0.0,1,8,1.0,600,1.0,,45,,18,7,11,9,16,0.75,1.0,18,3.0,27,16,51,4.0,3,4,9,21,10,4,222,51,36,33,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
119,ipswich,man-utd,1–1,349,0.4,3.0,3.0,0.0,0.0,2,12,4,9,0.48,,,1.59,58,2.0,11,10,4,3.0,0.07,2.0,0,5,0.0,424,,,51,,5,3,6,6,16,0.44,0.0,17,3.0,11,16,11,,9,14,4,12,5,6,91,37,31,30,17,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,man-utd,ipswich,1–1,568,0.6,2.0,1.0,1.0,1.0,2,16,3,7,0.52,,,0.8,45,1.0,10,11,3,5.0,0.67,1.0,0,11,1.0,649,,,46,,8,5,4,3,15,0.53,1.0,21,5.0,11,15,16,,14,9,1,6,5,9,75,28,30,31,22,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,newcastle,west-ham,0–2,433,0.53,2.0,2.0,,,6,20,8,18,0.4,,0.0,1.64,72,1.0,11,8,4,4.0,-0.98,,0,7,1.0,509,,1.0,62,,14,10,2,4,21,0.62,,22,4.0,18,21,40,1.0,7,15,10,25,5,8,143,47,33,44,14,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,west-ham,newcastle,0–2,390,0.47,0.0,0.0,,,6,34,3,10,0.6,,1.0,0.81,48,1.0,8,11,17,2.0,0.43,,0,10,0.0,475,,2.0,58,,7,3,6,8,26,0.77,,16,2.0,15,26,17,0.0,15,7,2,10,8,11,74,29,44,33,23,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,brighton,southampton,1–1,414,0.52,3.0,2.0,1.0,,7,16,7,8,0.46,,0.0,1.68,43,5.0,20,16,3,1.0,-0.56,3.0,1,3,3.0,458,,,48,,15,10,5,7,14,0.57,1.0,13,1.0,22,14,44,2.0,10,9,11,21,9,9,111,29,39,48,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
121,southampton,brighton,1–1,368,0.48,1.0,1.0,0.0,,6,30,6,8,0.54,,2.0,1.01,41,0.0,16,20,14,4.0,-0.31,0.0,1,4,1.0,421,,,39,,8,2,2,2,17,0.53,2.0,7,4.0,10,17,21,4.0,9,10,4,19,12,6,50,22,48,39,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
122,brentford,leicester,4–1,489,0.6,4.0,,4.0,,4,27,5,8,0.58,1.0,1.0,2.4,74,3.0,9,10,5,2.0,0.14,1.0,0,9,1.0,576,,1.0,54,,10,3,6,3,20,0.4,3.0,27,2.0,13,20,30,1.0,19,17,2,18,16,7,164,45,46,30,19,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
122,leicester,brentford,4–1,288,0.4,1.0,,1.0,,3,26,4,5,0.42,0.0,0.0,1.06,49,2.0,10,9,9,2.0,-0.46,1.0,0,10,1.0,378,,1.0,48,,3,1,3,4,15,0.6,1.0,17,2.0,7,15,15,1.0,17,19,2,15,7,15,54,33,30,46,18,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
123,crystal-palace,newcastle,1–1,320,0.49,5.0,4.0,1.0,0.0,5,24,8,9,0.59,,0.0,1.76,46,1.0,12,11,3,0.0,-1.0,0.0,0,13,2.0,402,,,53,,12,7,4,4,30,0.57,2.0,22,0.0,16,30,24,3.0,18,16,7,15,9,3,66,29,48,30,22,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,newcastle,crystal-palace,1–1,338,0.51,0.0,0.0,0.0,1.0,1,25,9,14,0.41,,1.0,0.04,46,4.0,11,12,8,2.0,-0.07,3.0,0,8,2.0,418,,,49,,1,0,0,0,12,0.75,1.0,22,2.0,1,12,12,3.0,16,18,2,20,6,16,74,38,30,48,29,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,forest,ipswich,1–0,238,0.45,2.0,1.0,1.0,,2,22,8,7,0.55,,0.0,1.68,51,6.0,5,15,0,2.0,0.38,1.0,1,8,3.0,310,,1.0,41,,8,5,5,4,20,0.6,1.0,19,2.0,12,20,26,1.0,17,17,7,13,7,9,83,44,40,29,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
124,ipswich,forest,1–0,307,0.55,0.0,0.0,0.0,,2,19,7,10,0.45,,1.0,0.59,43,1.0,16,5,8,4.0,0.53,2.0,0,4,1.0,387,,0.0,36,,5,2,3,2,16,0.63,0.0,26,4.0,7,16,19,3.0,17,17,3,13,8,10,74,27,29,40,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125,wolves,bournemouth,2–4,440,0.6,2.0,0.0,2.0,1.0,2,20,3,12,0.51,,2.0,0.46,55,2.0,13,11,4,4.0,-0.67,1.0,0,6,2.0,520,,0.0,60,,5,5,3,5,28,0.64,,25,4.0,10,28,18,5.0,12,14,4,17,9,14,87,27,47,42,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
125,bournemouth,wolves,2–4,265,0.4,4.0,1.0,3.0,0.0,2,20,4,17,0.49,,0.0,3.29,52,6.0,11,10,9,1.0,-0.78,1.0,0,8,1.0,344,,1.0,58,,10,2,8,2,26,0.54,,13,1.0,12,26,20,1.0,14,12,2,13,3,11,59,39,42,47,24,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
126,west-ham,arsenal,2–5,252,0.4,2.0,1.0,1.0,0.0,4,21,2,9,0.58,1.0,0.0,1.54,39,4.0,10,13,5,2.0,-1.25,1.0,1,6,1.0,323,,2.0,37,,8,3,5,4,22,0.73,1.0,11,2.0,12,22,17,4.0,17,11,1,8,5,8,51,25,40,31,24,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,arsenal,west-ham,2–5,400,0.6,5.0,0.0,5.0,1.0,4,14,10,14,0.42,0.0,1.0,3.6,56,4.0,13,8,4,3.0,0.28,0.0,0,6,1.0,479,,0.0,44,,13,5,7,3,17,0.35,3.0,23,3.0,16,17,32,1.0,11,17,6,13,5,8,119,41,31,40,22,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,chelsea,aston-villa,3–0,561,0.64,2.0,2.0,,0.0,3,5,3,9,0.42,0.0,1.0,1.69,66,3.0,21,6,3,3.0,0.72,1.0,0,3,3.0,623,,,50,,12,6,8,5,17,0.59,0.0,9,3.0,17,17,32,2.0,5,7,2,10,8,7,108,34,29,40,17,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
127,aston-villa,chelsea,3–0,296,0.36,2.0,2.0,,1.0,3,12,4,8,0.58,1.0,2.0,1.23,30,0.0,6,21,8,5.0,-0.63,1.0,0,10,1.0,352,,,34,,8,3,4,2,16,0.44,1.0,8,5.0,10,16,19,2.0,7,5,3,4,5,9,29,22,40,29,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
128,man-utd,everton,4–0,566,0.6,3.0,0.0,3.0,1.0,4,12,2,9,0.48,0.0,0.0,1.07,27,1.0,12,12,4,2.0,0.16,,0,10,3.0,630,,,48,,9,2,5,2,16,0.69,2.0,10,2.0,11,16,22,2.0,9,10,1,5,9,10,64,16,37,40,25,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
128,everton,man-utd,4–0,356,0.4,1.0,1.0,0.0,0.0,3,8,2,8,0.52,2.0,1.0,0.58,50,4.0,12,12,3,1.0,-2.62,,0,5,2.0,412,,,43,,4,3,2,4,19,0.53,1.0,11,1.0,8,19,13,3.0,10,9,2,11,9,8,56,36,40,37,21,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
129,tottenham,fulham,1–1,427,0.51,2.0,1.0,1.0,2.0,2,23,7,9,0.5,,0.0,0.78,66,3.0,4,14,5,5.0,0.66,1.0,1,9,1.0,493,,0.0,53,0.0,4,3,3,4,16,0.56,1.0,19,5.0,8,16,16,0.0,12,15,2,14,3,7,116,37,33,30,13,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,fulham,tottenham,1–1,383,0.49,3.0,3.0,0.0,0.0,4,22,11,6,0.5,,1.0,1.58,52,1.0,14,4,5,2.0,0.05,1.0,1,14,1.0,454,,1.0,59,1.0,12,4,6,2,16,0.63,1.0,15,2.0,14,16,36,1.0,15,12,8,20,11,10,102,33,30,33,32,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,liverpool,man-city,2–0,347,0.44,5.0,3.0,2.0,0.0,4,13,7,8,0.49,,2.0,3.57,40,2.0,9,7,6,3.0,0.94,,2,6,4.0,415,,,55,,11,7,7,7,22,0.59,2.0,21,3.0,18,22,30,1.0,7,5,4,10,5,9,77,28,35,39,25,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,man-city,liverpool,2–0,481,0.56,1.0,1.0,0.0,1.0,3,21,4,12,0.51,,3.0,0.84,48,0.0,8,9,11,5.0,0.8,,0,5,3.0,544,,,44,,7,3,2,1,17,0.82,1.0,13,5.0,8,17,30,3.0,5,7,0,9,13,10,124,35,39,35,10,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,ipswich,crystal-palace,0–1,439,0.54,1.0,1.0,0.0,,3,26,4,9,0.6,,1.0,0.49,57,2.0,14,13,10,2.0,0.29,0.0,1,9,1.0,526,,0.0,52,,5,4,2,4,18,0.61,0.0,13,2.0,9,18,13,2.0,31,15,5,16,9,6,83,34,40,33,41,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,crystal-palace,ipswich,0–1,354,0.46,3.0,2.0,1.0,,6,22,7,13,0.4,,0.0,1.64,64,0.0,13,14,5,2.0,0.54,2.0,0,4,1.0,440,,2.0,51,,9,4,3,4,15,0.6,1.0,13,2.0,13,15,22,4.0,15,31,3,15,4,5,71,48,33,40,22,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,leicester,west-ham,3–1,287,0.39,7.0,5.0,2.0,2.0,0,32,3,8,0.49,,1.0,1.67,38,1.0,9,7,14,7.0,2.08,3.0,0,12,1.0,379,,1.0,55,,8,2,6,0,35,0.69,2.0,13,7.0,8,35,20,2.0,20,29,2,9,6,6,42,29,48,43,23,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
132,west-ham,leicester,3–1,507,0.61,5.0,4.0,1.0,2.0,11,11,9,15,0.51,,2.0,3.1,75,2.0,7,9,3,3.0,-0.03,0.0,1,8,2.0,591,,0.0,61,,24,10,10,7,13,0.62,2.0,27,3.0,31,13,57,2.0,29,20,10,17,20,20,179,45,43,48,27,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
